height,time,type
-0.5776427572860988,2023-04-10T09:40:00+00:00,low
0.48286087776243836,2023-04-10T15:51:00+00:00,high
-0.4734527129924585,2023-04-10T21:51:00+00:00,low
0.5206681683571038,2023-04-11T04:09:00+00:00,high
-0.47010646956853924,2023-04-11T10:27:00+00:00,low
0.38724573698041065,2023-04-11T16:44:00+00:00,high
-0.3631792858155669,2023-04-11T22:48:00+00:00,low
0.3934180166556057,2023-04-12T05:10:00+00:00,high
-0.35884283782612014,2023-04-12T11:36:00+00:00,low
0.305733848530405,2023-04-12T18:00:00+00:00,high
-0.2732684425070706,2023-04-13T00:21:00+00:00,low
0.2962829514171344,2023-04-13T06:42:00+00:00,high
-0.30140105337482953,2023-04-13T13:21:00+00:00,low
0.3018980455278169,2023-04-13T19:47:00+00:00,high
-0.29349524693538415,2023-04-14T02:25:00+00:00,low
0.30679658335188165,2023-04-14T08:35:00+00:00,high
-0.3533829002190772,2023-04-14T15:04:00+00:00,low
0.40646447808021474,2023-04-14T21:22:00+00:00,high
-0.4188472521800096,2023-04-15T03:52:00+00:00,low
0.41104945886815974,2023-04-15T09:59:00+00:00,high
-0.46398054030880964,2023-04-15T16:14:00+00:00,low
0.5537320496193462,2023-04-15T22:26:00+00:00,high
-0.5652595278385548,2023-04-16T04:51:00+00:00,low
0.5330071488678793,2023-04-16T10:56:00+00:00,high
-0.577436934946594,2023-04-16T17:05:00+00:00,low
0.6909633310777676,2023-04-16T23:15:00+00:00,high
-0.6897100124327732,2023-04-17T05:38:00+00:00,low
0.6340097421927346,2023-04-17T11:42:00+00:00,high
-0.6669571244014757,2023-04-17T17:49:00+00:00,low
0.7925506038828869,2023-04-17T23:57:00+00:00,high
-0.7729515474967705,2023-04-18T06:19:00+00:00,low
0.6978439977701983,2023-04-18T12:23:00+00:00,high
-0.7194426168090692,2023-04-18T18:27:00+00:00,low
-0.08209832991404703,2023-03-30T03:21:00+00:00,low
0.10435446821571677,2023-03-30T09:14:00+00:00,high
-0.1744242908050104,2023-03-30T15:55:00+00:00,low
0.19341850754109613,2023-03-30T22:20:00+00:00,high
-0.18854320047490145,2023-03-31T04:41:00+00:00,low
0.19926334208460614,2023-03-31T10:35:00+00:00,high
-0.2728125447945452,2023-03-31T16:48:00+00:00,low
0.3150126447755265,2023-03-31T23:02:00+00:00,high
-0.3038533503303955,2023-04-01T05:18:00+00:00,low
0.30786786177999803,2023-04-01T11:14:00+00:00,high
-0.3723358086719335,2023-04-01T17:21:00+00:00,low
0.43189792497423307,2023-04-01T23:31:00+00:00,high
-0.41419474792274136,2023-04-02T05:46:00+00:00,low
0.4118742989250573,2023-04-02T11:45:00+00:00,high
-0.46383671079087824,2023-04-02T17:49:00+00:00,low
0.5376625160060493,2023-04-02T23:58:00+00:00,high
-0.5148566213282852,2023-04-03T06:12:00+00:00,low
0.5034885049655633,2023-04-03T12:12:00+00:00,high
-0.5421040831417933,2023-04-03T18:15:00+00:00,low
0.6277113617652363,2023-04-04T00:24:00+00:00,high
-0.6011285273625603,2023-04-04T06:37:00+00:00,low
0.5767499547953834,2023-04-04T12:39:00+00:00,high
-0.6033071850281321,2023-04-04T18:41:00+00:00,low
0.6982035695979126,2023-04-05T00:50:00+00:00,high
-0.6681170144416898,2023-04-05T07:03:00+00:00,low
0.6273378995469753,2023-04-05T13:07:00+00:00,high
-0.6447263630175659,2023-04-05T19:07:00+00:00,low
0.7456547308455553,2023-04-06T01:16:00+00:00,high
-0.7111840944264165,2023-04-06T07:30:00+00:00,low
0.6525298292356444,2023-04-06T13:34:00+00:00,high
-0.6641786920549103,2023-04-06T19:34:00+00:00,low
0.7664189655267388,2023-04-07T01:44:00+00:00,high
-0.7261943639717018,2023-04-07T07:58:00+00:00,low
0.6507535102341487,2023-04-07T14:04:00+00:00,high
-0.6592318000272412,2023-04-07T20:02:00+00:00,low
0.7565070598501292,2023-04-08T02:14:00+00:00,high
-0.7097566654169514,2023-04-08T08:28:00+00:00,low
0.6212089155837757,2023-04-08T14:35:00+00:00,high
-0.626933150409331,2023-04-08T20:33:00+00:00,low
0.7791778738820268,2023-03-20T00:22:00+00:00,high
-0.7639339013166915,2023-03-20T06:40:00+00:00,low
0.7398201655871525,2023-03-20T12:43:00+00:00,high
-0.7723112070505925,2023-03-20T18:52:00+00:00,low
0.8643700738785463,2023-03-21T01:01:00+00:00,high
-0.8221763426707599,2023-03-21T07:18:00+00:00,low
0.773976501730952,2023-03-21T13:21:00+00:00,high
-0.7980388198256118,2023-03-21T19:28:00+00:00,low
0.8948482556217753,2023-03-22T01:37:00+00:00,high
-0.8268544016292443,2023-03-22T07:54:00+00:00,low
0.760018808526754,2023-03-22T13:57:00+00:00,high
-0.7775291802658106,2023-03-22T20:02:00+00:00,low
0.8695254087373291,2023-03-23T02:12:00+00:00,high
-0.7815826246196974,2023-03-23T08:29:00+00:00,low
0.7024573331463247,2023-03-23T14:31:00+00:00,high
-0.7150537184534164,2023-03-23T20:34:00+00:00,low
0.794355630952617,2023-03-24T02:46:00+00:00,high
-0.6959846442629021,2023-03-24T09:01:00+00:00,low
0.610537886384897,2023-03-24T15:04:00+00:00,high
-0.6191039105177681,2023-03-24T21:04:00+00:00,low
0.6806609354533525,2023-03-25T03:18:00+00:00,high
-0.5831953846850261,2023-03-25T09:32:00+00:00,low
0.4960085877505955,2023-03-25T15:37:00+00:00,high
-0.5003368160374987,2023-03-25T21:34:00+00:00,low
0.542599665369514,2023-03-26T03:50:00+00:00,high
-0.45685880382379673,2023-03-26T10:03:00+00:00,low
0.37081894067311955,2023-03-26T16:10:00+00:00,high
-0.3693047314196727,2023-03-26T22:04:00+00:00,low
0.3944153441747059,2023-03-27T04:23:00+00:00,high
-0.3285357727082231,2023-03-27T10:36:00+00:00,low
0.24580198168370088,2023-03-27T16:48:00+00:00,high
-0.2349724769449303,2023-03-27T22:37:00+00:00,low
0.24881277800645063,2023-03-28T05:02:00+00:00,high
-0.2077790136615874,2023-03-28T11:21:00+00:00,low
0.1342987534710616,2023-03-28T17:48:00+00:00,high
-0.10806910716379453,2023-03-28T23:38:00+00:00,low
0.12327291130169993,2023-03-29T06:16:00+00:00,high
-0.1234332980356969,2023-03-29T13:26:00+00:00,low
0.0941919044323716,2023-03-29T20:25:00+00:00,high
0.7321324062902389,2023-03-10T02:44:00+00:00,high
-0.6566884314535255,2023-03-10T08:56:00+00:00,low
0.5967738149065841,2023-03-10T15:00:00+00:00,high
-0.6227682139623849,2023-03-10T20:59:00+00:00,low
0.6966265887100227,2023-03-11T03:14:00+00:00,high
-0.6143435064004626,2023-03-11T09:28:00+00:00,low
0.5356348397493218,2023-03-11T15:33:00+00:00,high
-0.5618679193797514,2023-03-11T21:31:00+00:00,low
0.629594346179868,2023-03-12T03:49:00+00:00,high
-0.5425502334036508,2023-03-12T10:04:00+00:00,low
0.4500373216432946,2023-03-12T16:11:00+00:00,high
-0.47465056510533093,2023-03-12T22:08:00+00:00,low
0.5324100813719387,2023-03-13T04:30:00+00:00,high
-0.44597469455752153,2023-03-13T10:49:00+00:00,low
0.3475779404370899,2023-03-13T16:59:00+00:00,high
-0.36570352811310014,2023-03-13T22:57:00+00:00,low
0.41519530117892745,2023-03-14T05:24:00+00:00,high
-0.34161998208615685,2023-03-14T11:54:00+00:00,low
0.2509325726516469,2023-03-14T18:10:00+00:00,high
-0.2589998633404407,2023-03-15T00:16:00+00:00,low
0.31326319988419116,2023-03-15T06:50:00+00:00,high
-0.2831915159696664,2023-03-15T13:40:00+00:00,low
0.2250601281813393,2023-03-15T20:01:00+00:00,high
-0.24083858211667333,2023-03-16T02:27:00+00:00,low
0.3076435422820511,2023-03-16T08:47:00+00:00,high
-0.34013718395588,2023-03-16T15:30:00+00:00,low
0.3268125954903977,2023-03-16T21:47:00+00:00,high
-0.3552244741443495,2023-03-17T04:07:00+00:00,low
0.41043577065184467,2023-03-17T10:17:00+00:00,high
-0.4639320557949296,2023-03-17T16:40:00+00:00,low
0.487767841421648,2023-03-17T22:52:00+00:00,high
-0.5116143579896226,2023-03-18T05:10:00+00:00,low
0.5427671274380207,2023-03-18T11:16:00+00:00,high
-0.5938456756778652,2023-03-18T17:31:00+00:00,low
0.6480485774368195,2023-03-18T23:41:00+00:00,high
-0.6561476898094084,2023-03-19T05:58:00+00:00,low
0.6594887522617483,2023-03-19T12:02:00+00:00,high
-0.7016826007525033,2023-03-19T18:13:00+00:00,low
-0.14075144290701944,2023-02-28T00:35:00+00:00,low
0.18783905048812993,2023-02-28T07:20:00+00:00,high
-0.1657332311884316,2023-02-28T14:40:00+00:00,low
0.09708028346372018,2023-02-28T21:04:00+00:00,high
-0.10706716108867385,2023-03-01T03:26:00+00:00,low
0.170874183101431,2023-03-01T09:35:00+00:00,high
-0.22350707649335733,2023-03-01T16:30:00+00:00,low
0.188027286183775,2023-03-01T22:49:00+00:00,high
-0.19069495418762344,2023-03-02T04:59:00+00:00,low
0.24342398825192357,2023-03-02T10:55:00+00:00,high
-0.3152085579025534,2023-03-02T17:21:00+00:00,low
0.30299724807068895,2023-03-02T23:34:00+00:00,high
-0.29261627261213596,2023-03-03T05:43:00+00:00,low
0.3345920023316047,2023-03-03T11:39:00+00:00,high
-0.40733580521257157,2023-03-03T17:55:00+00:00,low
0.4144457036717224,2023-03-04T00:05:00+00:00,high
-0.39054876198136473,2023-03-04T06:15:00+00:00,low
0.424608964367501,2023-03-04T12:11:00+00:00,high
-0.49189128201289256,2023-03-04T18:22:00+00:00,low
0.5157803087619592,2023-03-05T00:32:00+00:00,high
-0.47952153416645726,2023-03-05T06:42:00+00:00,low
0.5056964479993648,2023-03-05T12:40:00+00:00,high
-0.5640684956740607,2023-03-05T18:48:00+00:00,low
0.6024224072217326,2023-03-06T00:58:00+00:00,high
-0.555958024869082,2023-03-06T07:08:00+00:00,low
0.5715472320230975,2023-03-06T13:07:00+00:00,high
-0.6195542949458641,2023-03-06T19:13:00+00:00,low
0.6704014218307606,2023-03-07T01:24:00+00:00,high
-0.6158092449444255,2023-03-07T07:34:00+00:00,low
0.616715401717864,2023-03-07T13:35:00+00:00,high
-0.6549424327994096,2023-03-07T19:39:00+00:00,low
0.7164567698928622,2023-03-08T01:49:00+00:00,high
-0.6549189914042635,2023-03-08T08:00:00+00:00,low
0.6372290622822058,2023-03-08T14:02:00+00:00,high
-0.6680885271071715,2023-03-08T20:04:00+00:00,low
0.737887741850497,2023-03-09T02:16:00+00:00,high
-0.6695531410685275,2023-03-09T08:27:00+00:00,low
0.630833683133739,2023-03-09T14:30:00+00:00,high
-0.6577390100611745,2023-03-09T20:31:00+00:00,low
-0.5875595257687292,2023-02-18T06:10:00+00:00,low
0.6499825666517661,2023-02-18T12:14:00+00:00,high
-0.6980868392558109,2023-02-18T18:31:00+00:00,low
0.7130617939903576,2023-02-19T00:41:00+00:00,high
-0.7000742176839564,2023-02-19T06:54:00+00:00,low
0.7314790465989089,2023-02-19T12:58:00+00:00,high
-0.7733252690515704,2023-02-19T19:12:00+00:00,low
0.8135305545636872,2023-02-20T01:21:00+00:00,high
-0.7723514067000244,2023-02-20T07:36:00+00:00,low
0.7723849145664237,2023-02-20T13:39:00+00:00,high
-0.8080920295986483,2023-02-20T19:49:00+00:00,low
0.8670904500056645,2023-02-21T02:00:00+00:00,high
-0.7955438381723989,2023-02-21T08:15:00+00:00,low
0.766800442229958,2023-02-21T14:18:00+00:00,high
-0.7982650756332998,2023-02-21T20:26:00+00:00,low
0.8678098926047615,2023-02-22T02:37:00+00:00,high
-0.7682560329792077,2023-02-22T08:53:00+00:00,low
0.7155411239434282,2023-02-22T14:55:00+00:00,high
-0.7451577433676068,2023-02-22T21:01:00+00:00,low
0.8166030110072441,2023-02-23T03:14:00+00:00,high
-0.6959672495662999,2023-02-23T09:31:00+00:00,low
0.6252541873744106,2023-02-23T15:32:00+00:00,high
-0.654915723949626,2023-02-23T21:35:00+00:00,low
0.7207894919325585,2023-02-24T03:51:00+00:00,high
-0.589601100506846,2023-02-24T10:08:00+00:00,low
0.5068750046002934,2023-02-24T16:08:00+00:00,high
-0.5371994642780858,2023-02-24T22:09:00+00:00,low
0.5926662675336932,2023-02-25T04:28:00+00:00,high
-0.4633912164554826,2023-02-25T10:46:00+00:00,low
0.3737121452356309,2023-02-25T16:47:00+00:00,high
-0.4034188603790054,2023-02-25T22:44:00+00:00,low
0.4475753051956246,2023-02-26T05:08:00+00:00,high
-0.3329972950474568,2023-02-26T11:29:00+00:00,low
0.24031438829507124,2023-02-26T17:32:00+00:00,high
-0.2655039608044784,2023-02-26T23:24:00+00:00,low
0.30314418821907635,2023-02-27T05:57:00+00:00,high
-0.21764677248368255,2023-02-27T12:32:00+00:00,low
0.1272699719465259,2023-02-27T18:41:00+00:00,high
0.6609767625222699,2023-02-08T02:48:00+00:00,high
-0.5690203201117748,2023-02-08T08:57:00+00:00,low
0.5644746969742775,2023-02-08T14:57:00+00:00,high
-0.6112463675457966,2023-02-08T21:01:00+00:00,low
0.6563320070508205,2023-02-09T03:17:00+00:00,high
-0.557183463126302,2023-02-09T09:27:00+00:00,low
0.529199909714191,2023-02-09T15:29:00+00:00,high
-0.5736076537247503,2023-02-09T21:31:00+00:00,low
0.6289482190978573,2023-02-10T03:48:00+00:00,high
-0.5237805508649119,2023-02-10T10:01:00+00:00,low
0.47127963410973595,2023-02-10T16:03:00+00:00,high
-0.5159772622123975,2023-02-10T22:03:00+00:00,low
0.5786158750353624,2023-02-11T04:23:00+00:00,high
-0.4696727174905254,2023-02-11T10:40:00+00:00,low
0.3939048590892022,2023-02-11T16:42:00+00:00,high
-0.43987905512719244,2023-02-11T22:40:00+00:00,low
0.5072384739491017,2023-02-12T05:05:00+00:00,high
-0.3999563907708698,2023-02-12T11:27:00+00:00,low
0.3049827858668073,2023-02-12T17:31:00+00:00,high
-0.35012504840288794,2023-02-12T23:28:00+00:00,low
0.42328954462036567,2023-02-13T05:59:00+00:00,high
-0.3308292203613983,2023-02-13T12:33:00+00:00,low
0.22523668260611643,2023-02-13T18:41:00+00:00,high
-0.2650453380166301,2023-02-14T00:41:00+00:00,low
0.35321852705112117,2023-02-14T07:17:00+00:00,high
-0.3036703591716145,2023-02-14T14:09:00+00:00,low
0.205023836917417,2023-02-14T20:22:00+00:00,high
-0.2406693307622852,2023-02-15T02:31:00+00:00,low
0.34950603790444335,2023-02-15T08:57:00+00:00,high
-0.3599992089099412,2023-02-15T15:46:00+00:00,low
0.28634189755034983,2023-02-15T22:00:00+00:00,high
-0.3195518850687735,2023-02-16T04:10:00+00:00,low
0.4278026435348777,2023-02-16T10:22:00+00:00,high
-0.47078578113448866,2023-02-16T16:55:00+00:00,low
0.42669764813792244,2023-02-16T23:07:00+00:00,high
-0.45152916514358477,2023-02-17T05:17:00+00:00,low
0.5411479263332879,2023-02-17T11:25:00+00:00,high
-0.5920142038102479,2023-02-17T17:47:00+00:00,low
0.5780118089481721,2023-02-17T23:58:00+00:00,high
-0.3005873471426096,2023-01-29T00:29:00+00:00,low
0.38064325519966324,2023-01-29T07:00:00+00:00,high
-0.2844209413439254,2023-01-29T13:48:00+00:00,low
0.17343410646642976,2023-01-29T19:48:00+00:00,high
-0.21225669773014028,2023-01-30T01:50:00+00:00,low
0.30597181206454716,2023-01-30T08:21:00+00:00,high
-0.2689076923949251,2023-01-30T15:22:00+00:00,low
0.1643969415691438,2023-01-30T21:30:00+00:00,high
-0.19114385580807042,2023-01-31T03:34:00+00:00,low
0.2929223550736115,2023-01-31T09:50:00+00:00,high
-0.3108872327978101,2023-01-31T16:40:00+00:00,low
0.22517060228197994,2023-01-31T22:52:00+00:00,high
-0.2351131344073007,2023-02-01T04:55:00+00:00,low
0.3285228590653041,2023-02-01T10:58:00+00:00,high
-0.3761583219798697,2023-02-01T17:33:00+00:00,low
0.3111051261033278,2023-02-01T23:44:00+00:00,high
-0.30300533494455156,2023-02-02T05:48:00+00:00,low
0.3826410251339122,2023-02-02T11:47:00+00:00,high
-0.44391300463436945,2023-02-02T18:12:00+00:00,low
0.398909644823312,2023-02-03T00:23:00+00:00,high
-0.37259465265665664,2023-02-03T06:28:00+00:00,low
0.43981362111335903,2023-02-03T12:25:00+00:00,high
-0.5065747813051512,2023-02-03T18:44:00+00:00,low
0.4803072128415477,2023-02-04T00:55:00+00:00,high
-0.43636367382452007,2023-02-04T07:01:00+00:00,low
0.49296210080614533,2023-02-04T12:58:00+00:00,high
-0.5600925251003026,2023-02-04T19:12:00+00:00,low
0.5506904411459627,2023-02-05T01:24:00+00:00,high
-0.49093860180507565,2023-02-05T07:30:00+00:00,low
0.5367713332538884,2023-02-05T13:28:00+00:00,high
-0.6005506044265037,2023-02-05T19:39:00+00:00,low
0.6062487032290335,2023-02-06T01:52:00+00:00,high
-0.5333281401299518,2023-02-06T07:59:00+00:00,low
0.5660820566578721,2023-02-06T13:58:00+00:00,high
-0.6241494955365394,2023-02-06T20:06:00+00:00,low
0.6437862762540121,2023-02-07T02:20:00+00:00,high
-0.5603376187339375,2023-02-07T08:27:00+00:00,low
0.5763544863745744,2023-02-07T14:27:00+00:00,high
-0.6281206238215105,2023-02-07T20:33:00+00:00,low
-0.43737541651374195,2023-01-19T05:19:00+00:00,low
0.5692385107410841,2023-01-19T11:28:00+00:00,high
-0.6055489130304867,2023-01-19T17:55:00+00:00,low
0.5324618829187461,2023-01-20T00:06:00+00:00,high
-0.5399404115751968,2023-01-20T06:12:00+00:00,low
0.6495996874303797,2023-01-20T12:19:00+00:00,high
-0.689715807140254,2023-01-20T18:41:00+00:00,low
0.6424776171407807,2023-01-21T00:51:00+00:00,high
-0.6299252423140083,2023-01-21T07:00:00+00:00,low
0.7101763042293524,2023-01-21T13:05:00+00:00,high
-0.7496383647937542,2023-01-21T19:23:00+00:00,low
0.7305318810293042,2023-01-22T01:35:00+00:00,high
-0.6925872440706359,2023-01-22T07:45:00+00:00,low
0.7393434305697995,2023-01-22T13:50:00+00:00,high
-0.7769401046514746,2023-01-22T20:04:00+00:00,low
0.7852060091397041,2023-01-23T02:17:00+00:00,high
-0.7182112116124808,2023-01-23T08:30:00+00:00,low
0.7304709726548616,2023-01-23T14:33:00+00:00,high
-0.7671462278038998,2023-01-23T20:45:00+00:00,low
0.7991650362688943,2023-01-24T02:58:00+00:00,high
-0.7027921667612472,2023-01-24T09:13:00+00:00,low
0.6823711227690323,2023-01-24T15:15:00+00:00,high
-0.7201142135327829,2023-01-24T21:25:00+00:00,low
0.7702510008399605,2023-01-25T03:40:00+00:00,high
-0.6484531426153503,2023-01-25T09:57:00+00:00,low
0.5993348218175044,2023-01-25T15:58:00+00:00,high
-0.6400673192959309,2023-01-25T22:05:00+00:00,low
0.7020363866011933,2023-01-26T04:23:00+00:00,high
-0.5632352316084749,2023-01-26T10:43:00+00:00,low
0.49060703119479826,2023-01-26T16:43:00+00:00,high
-0.5351425859329269,2023-01-26T22:47:00+00:00,low
0.603712317774016,2023-01-27T05:08:00+00:00,high
-0.4604618840494948,2023-01-27T11:33:00+00:00,low
0.36966901935476637,2023-01-27T17:31:00+00:00,high
-0.41681063555422176,2023-01-27T23:33:00+00:00,low
0.48974127068688095,2023-01-28T05:59:00+00:00,high
-0.3587257697727824,2023-01-28T12:32:00+00:00,low
0.25469863604028203,2023-01-28T18:29:00+00:00,high
0.5501764316688919,2023-01-09T02:42:00+00:00,high
-0.4582819218871532,2023-01-09T08:46:00+00:00,low
0.4956780080983676,2023-01-09T14:46:00+00:00,high
-0.5577447892519101,2023-01-09T20:55:00+00:00,low
0.5525384291963829,2023-01-10T03:14:00+00:00,high
-0.44927555766885835,2023-01-10T09:21:00+00:00,low
0.4685780453818718,2023-01-10T15:20:00+00:00,high
-0.5287014212220152,2023-01-10T21:27:00+00:00,low
0.5409151113760974,2023-01-11T03:48:00+00:00,high
-0.4293941666482399,2023-01-11T09:57:00+00:00,low
0.4270144054223386,2023-01-11T15:56:00+00:00,high
-0.4849040615817626,2023-01-11T22:02:00+00:00,low
0.516054884471763,2023-01-12T04:24:00+00:00,high
-0.39974543027283777,2023-01-12T10:37:00+00:00,low
0.372373675116421,2023-01-12T16:36:00+00:00,high
-0.42904061745764277,2023-01-12T22:39:00+00:00,low
0.48031245055883953,2023-01-13T05:05:00+00:00,high
-0.36414979155518407,2023-01-13T11:24:00+00:00,low
0.30964829385172277,2023-01-13T17:23:00+00:00,high
-0.36613578270660285,2023-01-13T23:24:00+00:00,low
0.43878230441243543,2023-01-14T05:53:00+00:00,high
-0.33148140334536647,2023-01-14T12:22:00+00:00,low
0.25006282969538507,2023-01-14T18:21:00+00:00,high
-0.3057966614521855,2023-01-15T00:21:00+00:00,low
0.4022029467659315,2023-01-15T06:52:00+00:00,high
-0.3188187923184848,2023-01-15T13:34:00+00:00,low
0.21553432658873609,2023-01-15T19:36:00+00:00,high
-0.2675931731701261,2023-01-16T01:35:00+00:00,low
0.3896028477438285,2023-01-16T08:05:00+00:00,high
-0.34628849145648427,2023-01-16T14:54:00+00:00,low
0.23354094381274637,2023-01-16T21:01:00+00:00,high
-0.2780060569346691,2023-01-17T03:00:00+00:00,low
0.4186437774208617,2023-01-17T09:22:00+00:00,high
-0.41584240130124545,2023-01-17T16:06:00+00:00,low
0.3076308480771322,2023-01-17T22:16:00+00:00,high
-0.34184643154608596,2023-01-18T04:16:00+00:00,low
0.4853578514070365,2023-01-18T10:31:00+00:00,high
-0.5090175261846229,2023-01-18T17:05:00+00:00,low
0.4149477966815934,2023-01-18T23:16:00+00:00,high
-0.40816483771837847,2022-12-30T00:24:00+00:00,low
0.5014722408382524,2022-12-30T06:50:00+00:00,high
-0.3920058477252313,2022-12-30T13:30:00+00:00,low
0.287445587106371,2022-12-30T19:28:00+00:00,high
-0.34237638472365045,2022-12-31T01:34:00+00:00,low
0.4581914856189825,2022-12-31T08:00:00+00:00,high
-0.38085765688813206,2022-12-31T14:46:00+00:00,low
0.2622321574374337,2022-12-31T20:46:00+00:00,high
-0.31159923574111476,2023-01-01T02:50:00+00:00,low
0.44194872891319636,2023-01-01T09:11:00+00:00,high
-0.40120820427387316,2023-01-01T15:56:00+00:00,low
0.2803076065977555,2023-01-01T22:00:00+00:00,high
-0.31604024122380725,2023-01-02T04:01:00+00:00,low
0.44822820239164524,2023-01-02T10:15:00+00:00,high
-0.43766125880814755,2023-01-02T16:54:00+00:00,low
0.32360896584961096,2023-01-02T23:00:00+00:00,high
-0.3415675038699232,2023-01-03T05:00:00+00:00,low
0.4646783347381081,2023-01-03T11:09:00+00:00,high
-0.4763149464372774,2023-01-03T17:41:00+00:00,low
0.37478248444185386,2023-01-03T23:49:00+00:00,high
-0.3735237235382694,2023-01-04T05:50:00+00:00,low
0.48213802262197897,2023-01-04T11:54:00+00:00,high
-0.5105061887272823,2023-01-04T18:21:00+00:00,low
0.42474768282640124,2023-01-05T00:29:00+00:00,high
-0.40354825268234795,2023-01-05T06:31:00+00:00,low
0.49675562527305184,2023-01-05T12:33:00+00:00,high
-0.5383214626440554,2023-01-05T18:55:00+00:00,low
0.46952036602712943,2023-01-06T01:05:00+00:00,high
-0.4282740369051798,2023-01-06T07:08:00+00:00,low
0.5072250093471902,2023-01-06T13:08:00+00:00,high
-0.559009997260029,2023-01-06T19:26:00+00:00,low
0.5067904104614078,2023-01-07T01:38:00+00:00,high
-0.44641976275680234,2023-01-07T07:41:00+00:00,low
0.5122141545299724,2023-01-07T13:41:00+00:00,high
-0.5709261540958328,2023-01-07T19:55:00+00:00,low
0.5343907930984049,2023-01-08T02:10:00+00:00,high
-0.45689339331896583,2023-01-08T08:14:00+00:00,low
0.5093651620792483,2023-01-08T14:13:00+00:00,high
-0.5713810450274788,2023-01-08T20:25:00+00:00,low
-0.40446616411341124,2022-12-20T04:40:00+00:00,low
0.5630511472065555,2022-12-20T10:52:00+00:00,high
-0.5719129783370898,2022-12-20T17:22:00+00:00,low
0.46039938087728693,2022-12-20T23:30:00+00:00,high
-0.48021880851046794,2022-12-21T05:28:00+00:00,low
0.6328626242773899,2022-12-21T11:39:00+00:00,high
-0.648769388949733,2022-12-21T18:05:00+00:00,low
0.5431095279458934,2022-12-22T00:14:00+00:00,high
-0.5506985456604249,2022-12-22T06:15:00+00:00,low
0.6876182849268457,2022-12-22T12:24:00+00:00,high
-0.7066732498666708,2022-12-22T18:47:00+00:00,low
0.6147712570256545,2022-12-23T00:57:00+00:00,high
-0.6060316127967308,2022-12-23T07:00:00+00:00,low
0.7188438378422175,2022-12-23T13:08:00+00:00,high
-0.7392573519616799,2022-12-23T19:29:00+00:00,low
0.6680739204878687,2022-12-24T01:40:00+00:00,high
-0.6381093740284642,2022-12-24T07:46:00+00:00,low
0.720512339997616,2022-12-24T13:54:00+00:00,high
-0.7424271000592373,2022-12-24T20:12:00+00:00,low
0.6970937168552662,2022-12-25T02:25:00+00:00,high
-0.6418469325554989,2022-12-25T08:34:00+00:00,low
0.6900974975179489,2022-12-25T14:40:00+00:00,high
-0.7151019487339996,2022-12-25T20:56:00+00:00,low
0.6984551421607178,2022-12-26T03:11:00+00:00,high
-0.6164301844234105,2022-12-26T09:23:00+00:00,low
0.6293965165000815,2022-12-26T15:27:00+00:00,high
-0.6597625584305904,2022-12-26T21:41:00+00:00,low
0.6724328518958391,2022-12-27T03:59:00+00:00,high
