,height,time,type,date,datetime,moonphase
366,-0.2994343834772197,13:30:00,low,2021-05-18,2021-05-18,0.23
367,-0.2257267522892414,02:34:00,low,2021-05-19,2021-05-19,0.25
368,-0.2655353666146654,15:00:00,low,2021-05-19,2021-05-19,0.25
369,-0.274392029586073,04:11:00,low,2021-05-20,2021-05-20,0.29
370,-0.2987194557002987,16:26:00,low,2021-05-20,2021-05-20,0.29
371,-0.3815395676221616,05:23:00,low,2021-05-21,2021-05-21,0.33
372,-0.3790112290748698,17:33:00,low,2021-05-21,2021-05-21,0.33
373,-0.5081719357443879,06:17:00,low,2021-05-22,2021-05-22,0.36
374,-0.4767606817274641,18:25:00,low,2021-05-22,2021-05-22,0.36
375,-0.6296895954636244,07:04:00,low,2021-05-23,2021-05-23,0.4
376,-0.5716246567921277,19:11:00,low,2021-05-23,2021-05-23,0.4
377,-0.7298037455863201,07:46:00,low,2021-05-24,2021-05-24,0.43
378,-0.6486492080356785,19:55:00,low,2021-05-24,2021-05-24,0.43
379,-0.7967449135091914,08:27:00,low,2021-05-25,2021-05-25,0.46
380,-0.6963936082795994,20:38:00,low,2021-05-25,2021-05-25,0.46
381,-0.8230841781490512,09:08:00,low,2021-05-26,2021-05-26,0.5
382,-0.7074086169887426,21:20:00,low,2021-05-26,2021-05-26,0.5
383,-0.8063802522258937,09:49:00,low,2021-05-27,2021-05-27,0.53
384,-0.6792727967945421,22:04:00,low,2021-05-27,2021-05-27,0.53
385,-0.7495309564526602,10:31:00,low,2021-05-28,2021-05-28,0.57
386,-0.6153271272434682,22:49:00,low,2021-05-28,2021-05-28,0.57
387,-0.6604855471698315,11:15:00,low,2021-05-29,2021-05-29,0.6
388,-0.5249002751521102,23:39:00,low,2021-05-29,2021-05-29,0.6
389,-0.5514369775503032,12:02:00,low,2021-05-30,2021-05-30,0.63
390,-0.4234301597302524,00:35:00,low,2021-05-30,2021-05-30,0.63
391,-0.4380826283082868,12:55:00,low,2021-05-31,2021-05-31,0.67
392,-0.333427583736658,01:43:00,low,2021-05-31,2021-05-31,0.67
393,-0.3399422240994305,13:59:00,low,2021-06-01,2021-06-01,0.7
394,-0.284005391796461,03:08:00,low,2021-06-02,2021-06-02,0.75
395,-0.2798307415004649,15:18:00,low,2021-06-02,2021-06-02,0.75
396,-0.2919301944816389,04:33:00,low,2021-06-03,2021-06-03,0.77
397,-0.2694986009188413,16:36:00,low,2021-06-03,2021-06-03,0.77
398,-0.3383053671696694,05:40:00,low,2021-06-04,2021-06-04,0.8
399,-0.2944638928908698,17:39:00,low,2021-06-04,2021-06-04,0.8
400,-0.396234865926945,06:31:00,low,2021-06-05,2021-06-05,0.83
401,-0.3338927916542533,18:28:00,low,2021-06-05,2021-06-05,0.83
402,-0.452886554758416,07:10:00,low,2021-06-06,2021-06-06,0.87
403,-0.3756485665807887,19:09:00,low,2021-06-06,2021-06-06,0.87
404,-0.5043024351257566,07:43:00,low,2021-06-07,2021-06-07,0.9
405,-0.4138776225629039,19:44:00,low,2021-06-07,2021-06-07,0.9
406,-0.5485418613565678,08:14:00,low,2021-06-08,2021-06-08,0.93
407,-0.4450651952872029,20:17:00,low,2021-06-08,2021-06-08,0.93
408,-0.5828788324653587,08:43:00,low,2021-06-09,2021-06-09,0.97
409,-0.4664808878806987,20:50:00,low,2021-06-09,2021-06-09,0.97
410,-0.6038217043585554,09:13:00,low,2021-06-10,2021-06-10,0.0
411,-0.4761276265606162,21:23:00,low,2021-06-10,2021-06-10,0.0
412,-0.6083285279333528,09:44:00,low,2021-06-11,2021-06-11,0.03
413,-0.4730846543046485,21:57:00,low,2021-06-11,2021-06-11,0.03
414,-0.5949359536600869,10:17:00,low,2021-06-12,2021-06-12,0.07
415,-0.4576771753485457,22:33:00,low,2021-06-12,2021-06-12,0.07
416,-0.5642334728987601,10:52:00,low,2021-06-13,2021-06-13,0.1
417,-0.4315512154608868,23:13:00,low,2021-06-13,2021-06-13,0.1
418,-0.5188304438077439,11:30:00,low,2021-06-14,2021-06-14,0.14
419,-0.3982141994998069,23:59:00,low,2021-06-14,2021-06-14,0.14
420,-0.4634732200413842,12:14:00,low,2021-06-15,2021-06-15,0.17
421,-0.3647772687856906,00:53:00,low,2021-06-15,2021-06-15,0.17
422,-0.4062091398416149,13:07:00,low,2021-06-16,2021-06-16,0.21
423,-0.3447471585262183,02:00:00,low,2021-06-17,2021-06-17,0.24
424,-0.3608220934427334,14:11:00,low,2021-06-17,2021-06-17,0.24
425,-0.3567953958398921,03:16:00,low,2021-06-18,2021-06-18,0.25
426,-0.3461175251485586,15:25:00,low,2021-06-18,2021-06-18,0.25
427,-0.4104174167865803,04:32:00,low,2021-06-19,2021-06-19,0.31
428,-0.3729795387709964,16:40:00,low,2021-06-19,2021-06-19,0.31
429,-0.4943592699301226,05:38:00,low,2021-06-20,2021-06-20,0.35
430,-0.4329039621900489,17:46:00,low,2021-06-20,2021-06-20,0.35
431,-0.5878914474478908,06:36:00,low,2021-06-21,2021-06-21,0.38
432,-0.5070763877785742,18:45:00,low,2021-06-21,2021-06-21,0.38
433,-0.672637645016463,07:27:00,low,2021-06-22,2021-06-22,0.42
434,-0.5773075704543509,19:38:00,low,2021-06-22,2021-06-22,0.42
435,-0.7352118110561412,08:14:00,low,2021-06-23,2021-06-23,0.45
436,-0.629436641720777,20:28:00,low,2021-06-23,2021-06-23,0.45
437,-0.7671762133397498,08:59:00,low,2021-06-24,2021-06-24,0.5
438,-0.6540697049200881,21:16:00,low,2021-06-24,2021-06-24,0.5
439,-0.7649347073643625,09:43:00,low,2021-06-25,2021-06-25,0.52
440,-0.6469532971963089,22:02:00,low,2021-06-25,2021-06-25,0.52
441,-0.729516050764051,10:25:00,low,2021-06-26,2021-06-26,0.55
442,-0.609043192812526,22:48:00,low,2021-06-26,2021-06-26,0.55
443,-0.6659614043175979,11:07:00,low,2021-06-27,2021-06-27,0.59
444,-0.5460536369261015,23:34:00,low,2021-06-27,2021-06-27,0.59
445,-0.5822527007494297,11:48:00,low,2021-06-28,2021-06-28,0.62
446,-0.4674982809606645,00:22:00,low,2021-06-28,2021-06-28,0.62
447,-0.4879602217791152,12:30:00,low,2021-06-29,2021-06-29,0.65
448,-0.3855386910745055,01:14:00,low,2021-06-29,2021-06-29,0.65
449,-0.3930489525272354,13:15:00,low,2021-06-30,2021-06-30,0.68
450,-0.3141879049028872,02:11:00,low,2021-07-01,2021-07-01,0.75
451,-0.3076281913850902,14:06:00,low,2021-07-01,2021-07-01,0.75
452,-0.2687631382998336,03:19:00,low,2021-07-02,2021-07-02,0.75
453,-0.2434089403088278,15:09:00,low,2021-07-02,2021-07-02,0.75
454,-0.2616349756942821,04:32:00,low,2021-07-03,2021-07-03,0.78
455,-0.2137049438289503,16:23:00,low,2021-07-03,2021-07-03,0.78
456,-0.2915694019149853,05:39:00,low,2021-07-04,2021-07-04,0.82
457,-0.2228712149616416,17:34:00,low,2021-07-04,2021-07-04,0.82
458,-0.3447352247293984,06:33:00,low,2021-07-05,2021-07-05,0.85
459,-0.2598314013235073,18:33:00,low,2021-07-05,2021-07-05,0.85
460,-0.4078910303538506,07:16:00,low,2021-07-06,2021-07-06,0.88
461,-0.3104681719123738,19:21:00,low,2021-07-06,2021-07-06,0.88
462,-0.4720317108092276,07:54:00,low,2021-07-07,2021-07-07,0.91
463,-0.3649524809779462,20:02:00,low,2021-07-07,2021-07-07,0.91
464,-0.5304831890237482,08:28:00,low,2021-07-08,2021-07-08,0.95
465,-0.4170025223622144,20:40:00,low,2021-07-08,2021-07-08,0.95
466,-0.5780305442904822,09:02:00,low,2021-07-09,2021-07-09,0.98
467,-0.462381813750259,21:15:00,low,2021-07-09,2021-07-09,0.98
468,-0.6110153650003883,09:34:00,low,2021-07-10,2021-07-10,0.0
469,-0.4980217636248629,21:51:00,low,2021-07-10,2021-07-10,0.0
470,-0.6273716390853389,10:07:00,low,2021-07-11,2021-07-11,0.05
471,-0.5214451828123365,22:27:00,low,2021-07-11,2021-07-11,0.05
472,-0.6262407055354277,10:41:00,low,2021-07-12,2021-07-12,0.08
473,-0.5304654794162411,23:05:00,low,2021-07-12,2021-07-12,0.08
474,-0.6074105519192956,11:16:00,low,2021-07-13,2021-07-13,0.12
475,-0.5234621539099573,23:45:00,low,2021-07-13,2021-07-13,0.12
476,-0.5711397387953533,11:55:00,low,2021-07-14,2021-07-14,0.16
477,-0.5005867162623281,00:31:00,low,2021-07-14,2021-07-14,0.16
478,-0.5189561152727852,12:38:00,low,2021-07-15,2021-07-15,0.19
479,-0.466137573480578,01:24:00,low,2021-07-15,2021-07-15,0.19
480,-0.4559512442092913,13:30:00,low,2021-07-16,2021-07-16,0.23
481,-0.431978204246809,02:27:00,low,2021-07-17,2021-07-17,0.25
482,-0.3949981010590879,14:34:00,low,2021-07-17,2021-07-17,0.25
483,-0.4192224831121908,03:42:00,low,2021-07-18,2021-07-18,0.3
484,-0.3603631484930467,15:52:00,low,2021-07-18,2021-07-18,0.3
485,-0.4477105185641444,05:02:00,low,2021-07-19,2021-07-19,0.33
486,-0.3758707780677962,17:16:00,low,2021-07-19,2021-07-19,0.33
487,-0.514494137732373,06:15:00,low,2021-07-20,2021-07-20,0.37
488,-0.4375659403618987,18:30:00,low,2021-07-20,2021-07-20,0.37
489,-0.5966675976419142,07:16:00,low,2021-07-21,2021-07-21,0.4
490,-0.5186920146582857,19:33:00,low,2021-07-21,2021-07-21,0.4
491,-0.6712192478026907,08:08:00,low,2021-07-22,2021-07-22,0.44
492,-0.5931643192484432,20:27:00,low,2021-07-22,2021-07-22,0.44
493,-0.7226808838071936,08:54:00,low,2021-07-23,2021-07-23,0.48
494,-0.6435405308020141,21:15:00,low,2021-07-23,2021-07-23,0.48
495,-0.7429814475314283,09:36:00,low,2021-07-24,2021-07-24,0.5
496,-0.6609042736182138,21:59:00,low,2021-07-24,2021-07-24,0.5
497,-0.7302793468804253,10:15:00,low,2021-07-25,2021-07-25,0.54
498,-0.6437067630690133,22:40:00,low,2021-07-25,2021-07-25,0.54
499,-0.6876953229633229,10:51:00,low,2021-07-26,2021-07-26,0.57
500,-0.5963218820545158,23:19:00,low,2021-07-26,2021-07-26,0.57
501,-0.621689889643145,11:25:00,low,2021-07-27,2021-07-27,0.61
502,-0.5270884778555737,23:56:00,low,2021-07-27,2021-07-27,0.61
503,-0.5400665922780276,11:57:00,low,2021-07-28,2021-07-28,0.64
504,-0.4459682658681055,00:32:00,low,2021-07-28,2021-07-28,0.64
505,-0.4499695952691542,12:28:00,low,2021-07-29,2021-07-29,0.67
506,-0.3624647261287148,01:11:00,low,2021-07-29,2021-07-29,0.67
507,-0.3566501042241621,13:02:00,low,2021-07-30,2021-07-30,0.7
508,-0.2851242204220989,01:55:00,low,2021-07-30,2021-07-30,0.7
509,-0.2642327887171224,13:42:00,low,2021-07-31,2021-07-31,0.75
510,-0.2251052126940077,02:56:00,low,2021-08-01,2021-08-01,0.77
511,-0.1812027278300974,14:43:00,low,2021-08-01,2021-08-01,0.77
512,-0.2053990434413243,04:25:00,low,2021-08-02,2021-08-02,0.8
513,-0.1372951556248597,16:24:00,low,2021-08-02,2021-08-02,0.8
514,-0.2460555879533509,05:55:00,low,2021-08-03,2021-08-03,0.83
515,-0.1673610126722294,18:05:00,low,2021-08-03,2021-08-03,0.83
516,-0.3241343320370026,06:57:00,low,2021-08-04,2021-08-04,0.87
517,-0.2428209139417674,19:10:00,low,2021-08-04,2021-08-04,0.87
518,-0.4125133295129531,07:41:00,low,2021-08-05,2021-08-05,0.9
519,-0.3322552471233798,19:55:00,low,2021-08-05,2021-08-05,0.9
520,-0.4978278039089819,08:17:00,low,2021-08-06,2021-08-06,0.93
521,-0.4220387201203521,20:32:00,low,2021-08-06,2021-08-06,0.93
522,-0.5729034333039976,08:49:00,low,2021-08-07,2021-08-07,0.96
523,-0.5048440683083834,21:06:00,low,2021-08-07,2021-08-07,0.96
524,-0.6332981512055946,09:20:00,low,2021-08-08,2021-08-08,0.0
525,-0.575028349657019,21:39:00,low,2021-08-08,2021-08-08,0.0
526,-0.675828612703863,09:51:00,low,2021-08-09,2021-08-09,0.03
527,-0.6271022221581342,22:12:00,low,2021-08-09,2021-08-09,0.03
528,-0.6975121902732784,10:22:00,low,2021-08-10,2021-08-10,0.07
529,-0.6554344210049942,22:46:00,low,2021-08-10,2021-08-10,0.07
530,-0.695010967202314,10:55:00,low,2021-08-11,2021-08-11,0.1
531,-0.654946587994143,23:23:00,low,2021-08-11,2021-08-11,0.1
532,-0.6649882764670462,11:30:00,low,2021-08-12,2021-08-12,0.14
533,-0.62276176986593,00:03:00,low,2021-08-12,2021-08-12,0.14
534,-0.6055800810932692,12:09:00,low,2021-08-13,2021-08-13,0.17
535,-0.5607619173952458,00:50:00,low,2021-08-13,2021-08-13,0.17
536,-0.519095853250867,12:55:00,low,2021-08-14,2021-08-14,0.21
537,-0.4795363571523199,01:46:00,low,2021-08-14,2021-08-14,0.21
538,-0.4170213084655518,13:54:00,low,2021-08-15,2021-08-15,0.25
539,-0.4054788640681415,03:00:00,low,2021-08-16,2021-08-16,0.28
540,-0.3313161136142664,15:16:00,low,2021-08-16,2021-08-16,0.28
541,-0.3848898853517052,04:34:00,low,2021-08-17,2021-08-17,0.32
542,-0.3199962172186437,17:00:00,low,2021-08-17,2021-08-17,0.32
543,-0.4408995253487223,06:03:00,low,2021-08-18,2021-08-18,0.35
544,-0.3957453544355749,18:29:00,low,2021-08-18,2021-08-18,0.35
545,-0.5357514231478188,07:10:00,low,2021-08-19,2021-08-19,0.39
546,-0.5043447947435911,19:34:00,low,2021-08-19,2021-08-19,0.39
547,-0.6279383247519891,08:02:00,low,2021-08-20,2021-08-20,0.43
548,-0.6023080929457606,20:26:00,low,2021-08-20,2021-08-20,0.43
549,-0.6954360545664828,08:45:00,low,2021-08-21,2021-08-21,0.46
550,-0.6684409495091177,21:09:00,low,2021-08-21,2021-08-21,0.46
551,-0.7292032519937277,09:23:00,low,2021-08-22,2021-08-22,0.5
552,-0.6952447620720701,21:47:00,low,2021-08-22,2021-08-22,0.5
553,-0.7283380085069115,09:57:00,low,2021-08-23,2021-08-23,0.53
554,-0.6841841489688465,22:21:00,low,2021-08-23,2021-08-23,0.53
555,-0.6971912658112566,10:27:00,low,2021-08-24,2021-08-24,0.56
556,-0.6424353393487263,22:53:00,low,2021-08-24,2021-08-24,0.56
557,-0.6427076541494496,10:55:00,low,2021-08-25,2021-08-25,0.59
558,-0.5795852818233915,23:22:00,low,2021-08-25,2021-08-25,0.59
559,-0.571748399555393,11:21:00,low,2021-08-26,2021-08-26,0.63
560,-0.504374414180127,23:49:00,low,2021-08-26,2021-08-26,0.63
561,-0.48901887085209,11:45:00,low,2021-08-27,2021-08-27,0.66
562,-0.4224418430962812,00:17:00,low,2021-08-27,2021-08-27,0.66
563,-0.3965069650361471,12:12:00,low,2021-08-28,2021-08-28,0.69
564,-0.3362905097731957,00:49:00,low,2021-08-28,2021-08-28,0.69
565,-0.2948547267464654,12:42:00,low,2021-08-29,2021-08-29,0.72
566,-0.2485836180369439,01:32:00,low,2021-08-29,2021-08-29,0.72
567,-0.1868760665121404,13:24:00,low,2021-08-30,2021-08-30,0.75
568,-0.1741569797039871,02:50:00,low,2021-08-31,2021-08-31,0.79
569,-0.0939312677892406,15:05:00,low,2021-08-31,2021-08-31,0.79
570,-0.1790151982296516,05:15:00,low,2021-09-01,2021-09-01,0.82
571,-0.1206847527952854,17:52:00,low,2021-09-01,2021-09-01,0.82
572,-0.2695653917288161,06:38:00,low,2021-09-02,2021-09-02,0.85
573,-0.2293873321022717,19:02:00,low,2021-09-02,2021-09-02,0.85
574,-0.3774431031859324,07:23:00,low,2021-09-03,2021-09-03,0.88
575,-0.3509653575131699,19:43:00,low,2021-09-03,2021-09-03,0.88
576,-0.4822932913981265,07:57:00,low,2021-09-04,2021-09-04,0.92
577,-0.4699445666322813,20:16:00,low,2021-09-04,2021-09-04,0.92
578,-0.5767904436158837,08:28:00,low,2021-09-05,2021-09-05,0.95
579,-0.5783130281344757,20:48:00,low,2021-09-05,2021-09-05,0.95
580,-0.6561431591031349,08:57:00,low,2021-09-06,2021-09-06,0.98
581,-0.6686367251282308,21:18:00,low,2021-09-06,2021-09-06,0.98
582,-0.7155815977655459,09:27:00,low,2021-09-07,2021-09-07,0.0
583,-0.7330118893066957,21:50:00,low,2021-09-07,2021-09-07,0.0
584,-0.7494751518298244,09:58:00,low,2021-09-08,2021-09-08,0.05
585,-0.763596793799947,22:23:00,low,2021-09-08,2021-09-08,0.05
586,-0.7516357117459184,10:30:00,low,2021-09-09,2021-09-09,0.09
587,-0.7541151815754763,22:58:00,low,2021-09-09,2021-09-09,0.09
588,-0.7167355132275762,11:05:00,low,2021-09-10,2021-09-10,0.12
589,-0.7019398543765376,23:37:00,low,2021-09-10,2021-09-10,0.12
590,-0.6425360089795821,11:44:00,low,2021-09-11,2021-09-11,0.16
591,-0.610487074264311,00:20:00,low,2021-09-11,2021-09-11,0.16
592,-0.5327867521325779,12:29:00,low,2021-09-12,2021-09-12,0.19
593,-0.4925572282346172,01:14:00,low,2021-09-12,2021-09-12,0.19
594,-0.4023899082899869,13:28:00,low,2021-09-13,2021-09-13,0.25
595,-0.3786784908670164,02:29:00,low,2021-09-14,2021-09-14,0.26
596,-0.2939657939986874,15:00:00,low,2021-09-14,2021-09-14,0.26
597,-0.3329073005356445,04:16:00,low,2021-09-15,2021-09-15,0.3
598,-0.2941868501255496,17:01:00,low,2021-09-15,2021-09-15,0.3
599,-0.3923172993750898,05:54:00,low,2021-09-16,2021-09-16,0.34
600,-0.398520077307026,18:30:00,low,2021-09-16,2021-09-16,0.34
601,-0.4953599863879833,07:00:00,low,2021-09-17,2021-09-17,0.37
602,-0.5221582434502227,19:29:00,low,2021-09-17,2021-09-17,0.37
603,-0.5909909587793762,07:48:00,low,2021-09-18,2021-09-18,0.41
604,-0.6225939936762078,20:14:00,low,2021-09-18,2021-09-18,0.41
605,-0.6589613314959228,08:27:00,low,2021-09-19,2021-09-19,0.44
606,-0.6852576015796134,20:52:00,low,2021-09-19,2021-09-19,0.44
607,-0.6934852151303595,09:01:00,low,2021-09-20,2021-09-20,0.48
608,-0.7086481029948104,21:25:00,low,2021-09-20,2021-09-20,0.48
609,-0.6962538791624351,09:31:00,low,2021-09-21,2021-09-21,0.5
610,-0.6984710552166001,21:55:00,low,2021-09-21,2021-09-21,0.5
611,-0.6726767097419286,09:57:00,low,2021-09-22,2021-09-22,0.55
612,-0.6635012349976366,22:21:00,low,2021-09-22,2021-09-22,0.55
613,-0.6287710907416407,10:22:00,low,2021-09-23,2021-09-23,0.58
614,-0.6118288229866734,22:46:00,low,2021-09-23,2021-09-23,0.58
615,-0.5687881753445393,10:46:00,low,2021-09-24,2021-09-24,0.61
616,-0.5482190795014986,23:10:00,low,2021-09-24,2021-09-24,0.61
617,-0.4943772006503875,11:09:00,low,2021-09-25,2021-09-25,0.64
618,-0.4736702761189359,23:35:00,low,2021-09-25,2021-09-25,0.64
619,-0.405573266537317,11:35:00,low,2021-09-26,2021-09-26,0.68
620,-0.3873409660770431,00:04:00,low,2021-09-26,2021-09-26,0.68
621,-0.3028942756510979,12:05:00,low,2021-09-27,2021-09-27,0.71
622,-0.290116466806013,00:42:00,low,2021-09-27,2021-09-27,0.71
623,-0.1901834611904678,12:46:00,low,2021-09-28,2021-09-28,0.74
624,-0.19233331024856,01:46:00,low,2021-09-28,2021-09-28,0.74
625,-0.0893270723221291,14:25:00,low,2021-09-29,2021-09-29,0.75
626,-0.158025829834566,04:19:00,low,2021-09-30,2021-09-30,0.8
627,-0.1259563483501632,17:30:00,low,2021-09-30,2021-09-30,0.8
628,-0.2412307941258503,06:00:00,low,2021-10-01,2021-10-01,0.84
629,-0.2528942401779374,18:36:00,low,2021-10-01,2021-10-01,0.84
630,-0.3530430410425451,06:49:00,low,2021-10-02,2021-10-02,0.87
631,-0.3906916056971783,19:16:00,low,2021-10-02,2021-10-02,0.87
632,-0.4652764346944572,07:25:00,low,2021-10-03,2021-10-03,0.9
633,-0.5239590875273663,19:49:00,low,2021-10-03,2021-10-03,0.9
634,-0.5692444705843065,07:57:00,low,2021-10-04,2021-10-04,0.93
635,-0.6432336737507166,20:21:00,low,2021-10-04,2021-10-04,0.93
636,-0.6583352795813325,08:28:00,low,2021-10-05,2021-10-05,0.97
637,-0.7390718201872841,20:52:00,low,2021-10-05,2021-10-05,0.97
638,-0.7251628578804357,09:00:00,low,2021-10-06,2021-10-06,0.0
639,-0.8019548003228609,21:25:00,low,2021-10-06,2021-10-06,0.0
640,-0.7615518109493584,09:32:00,low,2021-10-07,2021-10-07,0.03
641,-0.8236350206197498,21:59:00,low,2021-10-07,2021-10-07,0.03
642,-0.7599230589759927,10:07:00,low,2021-10-08,2021-10-08,0.07
643,-0.7990550798335326,22:36:00,low,2021-10-08,2021-10-08,0.07
644,-0.7154472572883028,10:44:00,low,2021-10-09,2021-10-09,0.1
645,-0.72828760001912,23:15:00,low,2021-10-09,2021-10-09,0.1
646,-0.6284384657033026,11:25:00,low,2021-10-10,2021-10-10,0.14
647,-0.6182708123562082,23:59:00,low,2021-10-10,2021-10-10,0.14
648,-0.5070558862709832,12:14:00,low,2021-10-11,2021-10-11,0.17
649,-0.4851950320996559,00:53:00,low,2021-10-11,2021-10-11,0.17
650,-0.3728973854086458,13:19:00,low,2021-10-12,2021-10-12,0.21
651,-0.362023675792433,02:10:00,low,2021-10-13,2021-10-13,0.25
652,-0.2800677902029019,15:00:00,low,2021-10-13,2021-10-13,0.25
653,-0.3122140862743242,03:58:00,low,2021-10-14,2021-10-14,0.28
654,-0.307155069853289,16:58:00,low,2021-10-14,2021-10-14,0.28
655,-0.3626932170839507,05:33:00,low,2021-10-15,2021-10-15,0.32
656,-0.41396633376608,18:18:00,low,2021-10-15,2021-10-15,0.32
657,-0.4507975055800646,06:36:00,low,2021-10-16,2021-10-16,0.35
658,-0.5244280893506923,19:11:00,low,2021-10-16,2021-10-16,0.35
659,-0.5313876597218956,07:22:00,low,2021-10-17,2021-10-17,0.39
660,-0.6085549217017368,19:53:00,low,2021-10-17,2021-10-17,0.39
661,-0.5883499543347404,08:00:00,low,2021-10-18,2021-10-18,0.42
662,-0.6591521247605021,20:28:00,low,2021-10-18,2021-10-18,0.42
663,-0.6184835602031554,08:32:00,low,2021-10-19,2021-10-19,0.46
664,-0.6789415623551669,20:58:00,low,2021-10-19,2021-10-19,0.46
665,-0.6242750421634339,09:01:00,low,2021-10-20,2021-10-20,0.5
666,-0.6746750319110956,21:25:00,low,2021-10-20,2021-10-20,0.5
667,-0.6098937150138056,09:26:00,low,2021-10-21,2021-10-21,0.53
668,-0.652947725433822,21:50:00,low,2021-10-21,2021-10-21,0.53
669,-0.5785501643592779,09:51:00,low,2021-10-22,2021-10-22,0.56
670,-0.6174380864626147,22:14:00,low,2021-10-22,2021-10-22,0.56
671,-0.5314487726453897,10:16:00,low,2021-10-23,2021-10-23,0.59
672,-0.5683700270793218,22:39:00,low,2021-10-23,2021-10-23,0.59
673,-0.4684712916206578,10:43:00,low,2021-10-24,2021-10-24,0.62
674,-0.5041812974924221,23:06:00,low,2021-10-24,2021-10-24,0.62
675,-0.3898790721203681,11:13:00,low,2021-10-25,2021-10-25,0.66
676,-0.4242350230362767,23:38:00,low,2021-10-25,2021-10-25,0.66
677,-0.2982165989798527,11:49:00,low,2021-10-26,2021-10-26,0.69
678,-0.3316914711562094,00:18:00,low,2021-10-26,2021-10-26,0.69
679,-0.2016615906495758,12:40:00,low,2021-10-27,2021-10-27,0.72
680,-0.2391505845587239,01:21:00,low,2021-10-27,2021-10-27,0.72
681,-0.131344318687333,14:21:00,low,2021-10-28,2021-10-28,0.75
682,-0.1911656106693761,03:14:00,low,2021-10-29,2021-10-29,0.79
683,-0.1694292672572899,16:37:00,low,2021-10-29,2021-10-29,0.79
684,-0.2378915504913167,04:58:00,low,2021-10-30,2021-10-30,0.82
685,-0.2867398599039194,17:50:00,low,2021-10-30,2021-10-30,0.82
686,-0.3321307347508364,05:59:00,low,2021-10-31,2021-10-31,0.85
687,-0.4218715781643473,18:37:00,low,2021-10-31,2021-10-31,0.85
688,-0.4379422379934998,06:43:00,low,2021-11-01,2021-11-01,0.89
689,-0.5540157235912719,19:15:00,low,2021-11-01,2021-11-01,0.89
690,-0.5408162836863974,07:21:00,low,2021-11-02,2021-11-02,0.92
691,-0.6707240201737211,19:51:00,low,2021-11-02,2021-11-02,0.92
692,-0.6303977260438809,07:57:00,low,2021-11-03,2021-11-03,0.95
693,-0.7610468133852407,20:26:00,low,2021-11-03,2021-11-03,0.95
694,-0.6966882112845878,08:33:00,low,2021-11-04,2021-11-04,0.0
695,-0.8154294320918813,21:02:00,low,2021-11-04,2021-11-04,0.0
696,-0.7304111652624777,09:11:00,low,2021-11-05,2021-11-05,0.02
697,-0.8271031713054313,21:40:00,low,2021-11-05,2021-11-05,0.02
698,-0.72474737116138,09:50:00,low,2021-11-06,2021-11-06,0.05
699,-0.7936792640993225,22:19:00,low,2021-11-06,2021-11-06,0.05
700,-0.6773760118958481,10:31:00,low,2021-11-07,2021-11-07,0.09
701,-0.7183785089540333,23:01:00,low,2021-11-07,2021-11-07,0.09
702,-0.5923528635106233,11:17:00,low,2021-11-08,2021-11-08,0.12
703,-0.6108007352618614,23:47:00,low,2021-11-08,2021-11-08,0.12
704,-0.4821116865370137,12:11:00,low,2021-11-09,2021-11-09,0.16
705,-0.487914318037549,00:43:00,low,2021-11-09,2021-11-09,0.16
706,-0.371605926648529,13:20:00,low,2021-11-10,2021-11-10,0.19
707,-0.3773293045968073,01:54:00,low,2021-11-10,2021-11-10,0.19
708,-0.3059275514515899,14:54:00,low,2021-11-11,2021-11-11,0.25
709,-0.3194029872961877,03:26:00,low,2021-11-12,2021-11-12,0.26
710,-0.3250034307629035,16:34:00,low,2021-11-12,2021-11-12,0.26
711,-0.3323637494136063,04:53:00,low,2021-11-13,2021-11-13,0.29
712,-0.3985348929186558,17:49:00,low,2021-11-13,2021-11-13,0.29
713,-0.3829740537846832,05:58:00,low,2021-11-14,2021-11-14,0.33
714,-0.4777844952175634,18:43:00,low,2021-11-14,2021-11-14,0.33
715,-0.4373611701336609,06:47:00,low,2021-11-15,2021-11-15,0.36
716,-0.5409907945858088,19:24:00,low,2021-11-15,2021-11-15,0.36
717,-0.4805787140453338,07:27:00,low,2021-11-16,2021-11-16,0.4
718,-0.5836037665784607,19:59:00,low,2021-11-16,2021-11-16,0.4
719,-0.508651051949725,08:01:00,low,2021-11-17,2021-11-17,0.43
720,-0.6081062258473778,20:29:00,low,2021-11-17,2021-11-17,0.43
721,-0.5219831479825082,08:31:00,low,2021-11-18,2021-11-18,0.47
722,-0.6183373127239715,20:57:00,low,2021-11-18,2021-11-18,0.47
723,-0.5217056233137966,08:59:00,low,2021-11-19,2021-11-19,0.5
724,-0.6163167751408848,21:23:00,low,2021-11-19,2021-11-19,0.5
725,-0.5080898367658568,09:28:00,low,2021-11-20,2021-11-20,0.53
726,-0.601413684481301,21:50:00,low,2021-11-20,2021-11-20,0.53
727,-0.4806632194756478,09:57:00,low,2021-11-21,2021-11-21,0.57
728,-0.5715608135445128,22:19:00,low,2021-11-21,2021-11-21,0.57
729,-0.439311034818095,10:29:00,low,2021-11-22,2021-11-22,0.6
730,-0.5253601864415858,22:51:00,low,2021-11-22,2021-11-22,0.6
731,-0.3855297412189012,11:05:00,low,2021-11-23,2021-11-23,0.64
732,-0.4639014598882879,23:26:00,low,2021-11-23,2021-11-23,0.64
733,-0.3236922685265418,11:48:00,low,2021-11-24,2021-11-24,0.67
734,-0.3921069410557105,00:09:00,low,2021-11-24,2021-11-24,0.67
